Código - PDM;Título - PDM;Descrição Longa - PDM;Descrição Curta - PDM;Característica - Descrição;Conteúdo - Descrição;Descrição Curta - Conteúdo;Unidade - Descrição;Sigla - Unidade
SMK-CAMIS;CAMISA;CAMISA;CAMISA;TAMANHO;6;6;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;TAMANHO;62/64;62/64;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;TAMANHO;66/68;66/68;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;TAMANHO;7;7;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;TAMANHO;EG;EG;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;TAMANHO;EXG;EXG;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;TAMANHO;G;G;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;TAMANHO;GG;GG;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;TAMANHO;GGE;GGE;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;TAMANHO;GGX;GGX;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;TAMANHO;GRANDE;GR;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;TAMANHO;M;M;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;TAMANHO;P;P;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;TAMANHO;PP;PP;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;TAMANHO;UNICO;U;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;TAMANHO;VARIAVEIS;DIV;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;TAMANHO;XG;XG;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;TAMANHO;XGG;XGG;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;LOGOMARCA;ANDORINHA;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;LOGOMARCA;BUNGE;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;LOGOMARCA;BUNGE FERTILIZANTES;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;LOGOMARCA;BUNGE/AUTOMOTIVA;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;LOGOMARCA;BUNGE/SIPAT;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;LOGOMARCA;COM LOGOMARCA;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;LOGOMARCA;COM LOGOTIPO;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;LOGOMARCA;CONTINUOUS IMPROVEMENT JOURNEY;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;LOGOMARCA;CRYSTALSEV;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;LOGOMARCA;DELICIA SUPREME;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;LOGOMARCA;LOGOMARCA NO LADO SUPERIOR ESQUERDO;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;LOGOMARCA;SIPAT;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;LOGOMARCA;SIPATMA;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;LOGOMARCA;TRIGO BRASIL;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;LOGOMARCA;USINA FRUTAL;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;LOGOMARCA;USINA GARIROBA;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;LOGOMARCA;USINA ITAPAGIPE;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;LOGOMARCA;USINA MOEMA;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CARACTERISTICA CONFECCAO;"""DIA DA SEMANA """"DOM""""""";;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CARACTERISTICA CONFECCAO;"""DIA DA SEMANA """"QUA""""""";;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CARACTERISTICA CONFECCAO;"""DIA DA SEMANA """"QUI""""""";;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CARACTERISTICA CONFECCAO;"""DIA DA SEMANA """"SAB""""""";;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CARACTERISTICA CONFECCAO;"""DIA DA SEMANA """"SEG""""""";;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CARACTERISTICA CONFECCAO;"""DIA DA SEMANA """"SEX""""""";;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CARACTERISTICA CONFECCAO;"""DIA DA SEMANA """"TER""""""";;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CARACTERISTICA CONFECCAO;"""NESGA INTERNA COM VELCRO ALTURA PESCOCO;""";;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CARACTERISTICA CONFECCAO;02 AGULHAS NA BARRA E GOLA;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CARACTERISTICA CONFECCAO;8 CAMADAS TECIDO PROTECAO;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CARACTERISTICA CONFECCAO;ABERTURA FRONTAL;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CARACTERISTICA CONFECCAO;ACABAMENTO ANTIACIDO;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CARACTERISTICA CONFECCAO;ACABAMENTO RETENCAO CHAMAS;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CARACTERISTICA CONFECCAO;AMBIDESTRO;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CARACTERISTICA CONFECCAO;BANDEIRA DO BRASIL NAS COSTAS;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CARACTERISTICA CONFECCAO;BOLSOS SUPERIORES;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CARACTERISTICA CONFECCAO;BORDADO ATPV LD ELETRONICO MANGA ESQUERDA;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CARACTERISTICA CONFECCAO;BORDADO PEITO ESQUERDO;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CARACTERISTICA CONFECCAO;BOTAO COLARINHO;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CARACTERISTICA CONFECCAO;BOTAO TRANSPARENTE 4 FURO;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CARACTERISTICA CONFECCAO;BOTOES NOS OMBROS COM PARA TRASEIRA;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CARACTERISTICA CONFECCAO;CATEGORIA CLASSE II;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CARACTERISTICA CONFECCAO;COM SILK EM VERDE E AMARELO NO PEITO E NA MANGA DIREITA;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CARACTERISTICA CONFECCAO;FAIXA REFLETIVA 2,5CM FRENTE/COSTA/MANGA;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CARACTERISTICA CONFECCAO;FAIXA REFLETIVA 3M PRATA 2,5CM CONTORNANDO OS BICEPS E TRONCO E FAIXA EM SITEL LARANJA J29 COM 2,5CM ACIMA DA FAIXA PRATA;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CARACTERISTICA CONFECCAO;FAIXA REFLETIVA ANTI-CHAMAS VERDE;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CARACTERISTICA CONFECCAO;FAIXA REFLETIVA BPF CONT MANG;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CARACTERISTICA CONFECCAO;FAIXA REFLETIVA BPF COSTAS;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CARACTERISTICA CONFECCAO;FAIXA REFLETIVA BPF FRENTE;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CARACTERISTICA CONFECCAO;FAIXA REFLETIVA PEITO-BRACO;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CARACTERISTICA CONFECCAO;FAIXA REFLETIVA SITEL FILL LARANJA J29;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CARACTERISTICA CONFECCAO;FAIXA REFLETIVA SITEL FILL LARANJA J29 2,5;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CARACTERISTICA CONFECCAO;FAIXA REFLETIVA SITEL FILL LARANJA J29 2,5 CM, GRAMATURA 190 G/M², LOGO HORIZONTAL BORDADO LADO ESQUERDO ALTURA PEITO COR BRANCA, NESGA FIXA INTERNA EM POLIESTER/ELASTANO ALTURA PESCOCO, PUNHO 5CM POLIESTER/ELASTANO;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CARACTERISTICA CONFECCAO;FAIXA SITEL NEON COR J29;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CARACTERISTICA CONFECCAO;GRAMATURA 162;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CARACTERISTICA CONFECCAO;GRAMATURA 190;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CARACTERISTICA CONFECCAO;GRAMATURA 230~250;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CARACTERISTICA CONFECCAO;GRAMATURA 240 G/M², LOGO HORIZONTAL BORDADO LADO ESQUERDO ALTURA PEITO AZUL PANTONE 294C, NESGA EM POLIESTER/ELASTANO ALTURA PESCOCO, COM FAIXA REFLETIVA, PUNHO 5 CM POLIESTER/ELASTANO;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CARACTERISTICA CONFECCAO;GRAMATURA 240 G/M², LOGO HORIZONTAL BORDADO LADO ESQUERDO ALTURA PEITO AZUL PANTONE 294C, UMA NESGA FIXA POLIESTER/ELASTANO ALTURA PESCOCO, COM FAIXA REFLETIVA;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CARACTERISTICA CONFECCAO;LISTRADO;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CARACTERISTICA CONFECCAO;LOGO HORIZONTAL BORDADO ACIMA COSTURA DO BOLSO COR BRANCA;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CARACTERISTICA CONFECCAO;LOGO HORIZONTAL BORDADO LADO ESQUERDO ALTURA PEITO AZUL PANTONE 294C;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CARACTERISTICA CONFECCAO;LOGO HORIZONTAL BORDADO LADO ESQUERDO ALTURA PEITO COR BRANCA;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CARACTERISTICA CONFECCAO;LOGO SILK CENTRALIZADO PEITO;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CARACTERISTICA CONFECCAO;LOGO SUPERIOR LADO ESQUERDO;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CARACTERISTICA CONFECCAO;LOGOMARCA EMPRESA LADO ESQ;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CARACTERISTICA CONFECCAO;LOGOMARCA NO BOLSO ESQUERDO;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CARACTERISTICA CONFECCAO;LOGOMARCA SILCADA ALTURA PEITO COR BRANCA;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CARACTERISTICA CONFECCAO;LOGOTIPO BORDADO;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CARACTERISTICA CONFECCAO;LOGOTIPO BORDADO EM BRANCO NO BOLSO ESQUERDO;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CARACTERISTICA CONFECCAO;LOGOTIPO CENTRALIZADO BOLSO;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CARACTERISTICA CONFECCAO;LOGOTIPO EM SILK NO PEITO ESQUERDO;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CARACTERISTICA CONFECCAO;LOGOTIPO PEITO ESQUERDO;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CARACTERISTICA CONFECCAO;OMBROS E MANGAS COSTURADOS COM PONTO FIXO;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CARACTERISTICA CONFECCAO;PALA SIMPLES MANGA LONGA;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CARACTERISTICA CONFECCAO;PORTA CANETA BOLSO ESQUERDO;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CARACTERISTICA CONFECCAO;PROTECAO INTERNA FRONTAL DE 8 CAMADAS EM TECIDO DE POLIESTER;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CARACTERISTICA CONFECCAO;PUNHO COM CARCELA;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CARACTERISTICA CONFECCAO;REFLEXIVO SCOTCHLITE TM 3M;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CARACTERISTICA CONFECCAO;REFORCO DUPLO NAS MANGAS E AXILAS NO MESMO MATERIAL;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CARACTERISTICA CONFECCAO;REFORCO MAQUINA GALONEIRA;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CARACTERISTICA CONFECCAO;RISCO 2;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CARACTERISTICA CONFECCAO;RISCO I;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CARACTERISTICA CONFECCAO;SELO BANDEIRA DO BRASIL NAS COSTAS;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CARACTERISTICA CONFECCAO;SEM CINTO TRAZEIRO;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CARACTERISTICA CONFECCAO;SILK BUNGE NA MANGA ESQUERDA;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CARACTERISTICA CONFECCAO;SILK PERSONALIZADO FRENTE E COSTAS;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CARACTERISTICA CONFECCAO;TECIDO SEMPRE IGUAL;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CARACTERISTICA CONFECCAO;TECIDO SEMPRIGUAL;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CARACTERISTICA CONFECCAO;TIPO SARJA;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CARACTERISTICA CONFECCAO;VISTA EMBUTIDA FECH C/VELCRO;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;OPCIONAL;"""BORDADO PEITO DIREITO """"UNIFORME DE ALTA VISIBILIDADE CLASSE 2""""""";;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;OPCIONAL;AUTOMOTIVA COSTAS;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;OPCIONAL;BORDADO AZUL;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;OPCIONAL;COM CERTIFICADO DE APROVACAO;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;OPCIONAL;COSTURA LINHA ANTI-CHAMA;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;OPCIONAL;ESTAMPADA NAS COSTAS;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;OPCIONAL;GOLA POLO;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;OPCIONAL;HIGIENIZADO;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;OPCIONAL;LOGOMARCA BUNGE BOLSO SUPERIOR;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;OPCIONAL;MANGA COM ELASTICO;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;OPCIONAL;VELCRO;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CERTIFICADO APROVACAO-CA;CA11625;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CERTIFICADO APROVACAO-CA;CA12516;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CERTIFICADO APROVACAO-CA;CA16804;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CERTIFICADO APROVACAO-CA;CA19845;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CERTIFICADO APROVACAO-CA;CA19972;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CERTIFICADO APROVACAO-CA;CA29763;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CERTIFICADO APROVACAO-CA;CA29769;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;CERTIFICADO APROVACAO-CA;OBRIGATORIO FORNEC/GRAVACAO CA;;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;FABRICANTE-REFERENCIA;BUNNET-PKZ6109;BUNNET-PKZ6109;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;FABRICANTE-REFERENCIA;DUPONT-2002BNG;DUPONT-2002BNG;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;FABRICANTE-REFERENCIA;IDEAL WORK-4511;IDEAL WORK-4511;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;FABRICANTE-REFERENCIA;IDEAL WORK-4512;IDEAL WORK-4512;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;FABRICANTE-REFERENCIA;JOBE LUV-BANOX;JOBE LUV-BANOX;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;FABRICANTE-REFERENCIA;REPTEC-JALECO RF;REPTEC-JALECO RF;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;FABRICANTE-REFERENCIA;TECMATER-515004001;TECMATER-515004001;;
SMK-CAMIS;CAMISA;CAMISA;CAMISA;FABRICANTE-REFERENCIA;TECMATER-52400203XX;TECMATER-52400203XX;;
SMK-CAMOA;CALADOR AMOSTRAGEM;CALADOR AMOSTRAGEM;CALADOR AMOST;TIPO;LISO;LISO;;
SMK-CAMOA;CALADOR AMOSTRAGEM;CALADOR AMOSTRAGEM;CALADOR AMOST;TIPO;RANHURADO;RANH;;
SMK-CAMOA;CALADOR AMOSTRAGEM;CALADOR AMOSTRAGEM;CALADOR AMOST;APLICACAO;AMOSTRAGEM GRAO;;;
SMK-CAMOA;CALADOR AMOSTRAGEM;CALADOR AMOSTRAGEM;CALADOR AMOST;APLICACAO;AMOSTRAGEM SOJA;;;
SMK-CAMOA;CALADOR AMOSTRAGEM;CALADOR AMOSTRAGEM;CALADOR AMOST;MATERIAL;ACO CARBONO SAE 1020;;;
SMK-CAMOA;CALADOR AMOSTRAGEM;CALADOR AMOSTRAGEM;CALADOR AMOST;COMPRIMENTO;2,20;2,20;METRO;m
SMK-CAMOA;CALADOR AMOSTRAGEM;CALADOR AMOSTRAGEM;CALADOR AMOST;COMPRIMENTO;2700 ~ 5700;2700~5700;MILIMETRO;mm
SMK-CAMOA;CALADOR AMOSTRAGEM;CALADOR AMOSTRAGEM;CALADOR AMOST;DIAMETRO;150;150;MILIMETRO;mm
SMK-CAMOA;CALADOR AMOSTRAGEM;CALADOR AMOSTRAGEM;CALADOR AMOST;DIAMETRO;35;35;MILIMETRO;mm
SMK-CAMOA;CALADOR AMOSTRAGEM;CALADOR AMOSTRAGEM;CALADOR AMOST;CARACTERISTICAS ADCIONAIS;;;;
SMK-CAMOA;CALADOR AMOSTRAGEM;CALADOR AMOSTRAGEM;CALADOR AMOST;FABRICANTE-REFERENCIA;HUMITEC-CGI22014;HUMITEC-CGI22014;;
SMK-CAMOA;CALADOR AMOSTRAGEM;CALADOR AMOSTRAGEM;CALADOR AMOST;FABRICANTE-REFERENCIA;SAUR-CAS300/5700A;SAUR-CAS300/5700A;;
SMK-CAMOR;CAIXA ARQUIVO MORTO;CAIXA ARQUIVO MORTO;CAIXA ARQ MORTO;MODELO;DESMONTAVEL;;;
SMK-CAMOR;CAIXA ARQUIVO MORTO;CAIXA ARQUIVO MORTO;CAIXA ARQ MORTO;MODELO;MONTAVEL;;;
SMK-CAMOR;CAIXA ARQUIVO MORTO;CAIXA ARQUIVO MORTO;CAIXA ARQ MORTO;MODELO;NORMAL;;;
SMK-CAMOR;CAIXA ARQUIVO MORTO;CAIXA ARQUIVO MORTO;CAIXA ARQ MORTO;MATERIAL;PALHA MILHO;PMILHO;;
SMK-CAMOR;CAIXA ARQUIVO MORTO;CAIXA ARQUIVO MORTO;CAIXA ARQ MORTO;MATERIAL;PAPELAO;PAP;;
SMK-CAMOR;CAIXA ARQUIVO MORTO;CAIXA ARQUIVO MORTO;CAIXA ARQ MORTO;MATERIAL;PAPELAO KRAFT;KRF;;
SMK-CAMOR;CAIXA ARQUIVO MORTO;CAIXA ARQUIVO MORTO;CAIXA ARQ MORTO;MATERIAL;PAPELAO ONDULADO;PAP OND;;
SMK-CAMOR;CAIXA ARQUIVO MORTO;CAIXA ARQUIVO MORTO;CAIXA ARQ MORTO;MATERIAL;POLIPROPILENO CORRUGADO (POLIONDA);PP;;
SMK-CAMOR;CAIXA ARQUIVO MORTO;CAIXA ARQUIVO MORTO;CAIXA ARQ MORTO;GRAMATURA;140;;GRAMA POR METRO QUADRADO;g/m²
SMK-CAMOR;CAIXA ARQUIVO MORTO;CAIXA ARQUIVO MORTO;CAIXA ARQ MORTO;GRAMATURA;170;;GRAMA POR METRO QUADRADO;g/m²
SMK-CAMOR;CAIXA ARQUIVO MORTO;CAIXA ARQUIVO MORTO;CAIXA ARQ MORTO;GRAMATURA;400;;GRAMA POR METRO QUADRADO;g/m²
SMK-CAMOR;CAIXA ARQUIVO MORTO;CAIXA ARQUIVO MORTO;CAIXA ARQ MORTO;GRAMATURA;435;;GRAMA POR METRO QUADRADO;g/m²
SMK-CAMOR;CAIXA ARQUIVO MORTO;CAIXA ARQUIVO MORTO;CAIXA ARQ MORTO;GRAMATURA;698;;GRAMA POR METRO QUADRADO;g/m²
SMK-CAMOR;CAIXA ARQUIVO MORTO;CAIXA ARQUIVO MORTO;CAIXA ARQ MORTO;GRAMATURA;834;;GRAMA POR METRO QUADRADO;g/m²
SMK-CAMOR;CAIXA ARQUIVO MORTO;CAIXA ARQUIVO MORTO;CAIXA ARQ MORTO;IMPRESSAO;COM IMPRESSAO;;;
SMK-CAMOR;CAIXA ARQUIVO MORTO;CAIXA ARQUIVO MORTO;CAIXA ARQ MORTO;IMPRESSAO;SEM IMPRESSAO;;;
SMK-CAMOR;CAIXA ARQUIVO MORTO;CAIXA ARQUIVO MORTO;CAIXA ARQ MORTO;VISOR;COM VISOR;;;
SMK-CAMOR;CAIXA ARQUIVO MORTO;CAIXA ARQUIVO MORTO;CAIXA ARQ MORTO;VISOR;SEM VISOR;;;
SMK-CAMOR;CAIXA ARQUIVO MORTO;CAIXA ARQUIVO MORTO;CAIXA ARQ MORTO;QUANTIDADE IMPRESSAO;1 LADO;;;
SMK-CAMOR;CAIXA ARQUIVO MORTO;CAIXA ARQUIVO MORTO;CAIXA ARQ MORTO;QUANTIDADE IMPRESSAO;2 LADOS;;;
SMK-CAMOR;CAIXA ARQUIVO MORTO;CAIXA ARQUIVO MORTO;CAIXA ARQ MORTO;COR;AMARELO;;;
SMK-CAMOR;CAIXA ARQUIVO MORTO;CAIXA ARQUIVO MORTO;CAIXA ARQ MORTO;COR;BEGE;;;
SMK-CAMOR;CAIXA ARQUIVO MORTO;CAIXA ARQUIVO MORTO;CAIXA ARQ MORTO;COR;MARROM;;;
SMK-CAMOR;CAIXA ARQUIVO MORTO;CAIXA ARQUIVO MORTO;CAIXA ARQ MORTO;COR;PARDO;;;
SMK-CAMOR;CAIXA ARQUIVO MORTO;CAIXA ARQUIVO MORTO;CAIXA ARQ MORTO;COR;PRETO;;;
SMK-CAMOR;CAIXA ARQUIVO MORTO;CAIXA ARQUIVO MORTO;CAIXA ARQ MORTO;COR;VERDE;;;
SMK-CAMOR;CAIXA ARQUIVO MORTO;CAIXA ARQUIVO MORTO;CAIXA ARQ MORTO;DIMENSOES;270 X 80 X 180;270X80X180;MILIMETRO;mm
SMK-CAMOR;CAIXA ARQUIVO MORTO;CAIXA ARQUIVO MORTO;CAIXA ARQ MORTO;DIMENSOES;300 X 180 X 420;300X180X420;MILIMETRO;mm
SMK-CAMOR;CAIXA ARQUIVO MORTO;CAIXA ARQUIVO MORTO;CAIXA ARQ MORTO;DIMENSOES;335 X 120 X 242;335X120X242;MILIMETRO;mm
SMK-CAMOR;CAIXA ARQUIVO MORTO;CAIXA ARQUIVO MORTO;CAIXA ARQ MORTO;DIMENSOES;340 X 250 X 140;340X250X140;MILIMETRO;mm
SMK-CAMOR;CAIXA ARQUIVO MORTO;CAIXA ARQUIVO MORTO;CAIXA ARQ MORTO;DIMENSOES;350 X 140 X 250;350X140X250;MILIMETRO;mm
SMK-CAMOR;CAIXA ARQUIVO MORTO;CAIXA ARQUIVO MORTO;CAIXA ARQ MORTO;DIMENSOES;350X135X240;350X135X240;MILIMETRO;mm
SMK-CAMOR;CAIXA ARQUIVO MORTO;CAIXA ARQUIVO MORTO;CAIXA ARQ MORTO;DIMENSOES;360 X 120 X 250;360X120X250;MILIMETRO;mm
SMK-CAMOR;CAIXA ARQUIVO MORTO;CAIXA ARQUIVO MORTO;CAIXA ARQ MORTO;DIMENSOES;360 X 135 X 252;360X135X252;MILIMETRO;mm
SMK-CAMOR;CAIXA ARQUIVO MORTO;CAIXA ARQUIVO MORTO;CAIXA ARQ MORTO;DIMENSOES;420 X 180 X 290;420X180X290;MILIMETRO;mm
SMK-CAMOR;CAIXA ARQUIVO MORTO;CAIXA ARQUIVO MORTO;CAIXA ARQ MORTO;DIMENSOES;430 X 190 X 339;430X190X339;MILIMETRO;mm
SMK-CAMOR;CAIXA ARQUIVO MORTO;CAIXA ARQUIVO MORTO;CAIXA ARQ MORTO;DIMENSOES;440 X 360 X 260;440X360X260;MILIMETRO;mm
SMK-CAMOR;CAIXA ARQUIVO MORTO;CAIXA ARQUIVO MORTO;CAIXA ARQ MORTO;DIMENSOES;460 X 200 X 330;460X200X330;MILIMETRO;mm
SMK-CAMOR;CAIXA ARQUIVO MORTO;CAIXA ARQUIVO MORTO;CAIXA ARQ MORTO;FABRICANTE-REFERENCIA;;;;
SMK-CAMOT;CABO ELETRICO MONTADO;CABO ELETRICO MONTADO;CABO EL MONT;TIPO;ALIMENTACAO;;;
SMK-CAMOT;CABO ELETRICO MONTADO;CABO ELETRICO MONTADO;CABO EL MONT;TIPO;COMANDO;;;
SMK-CAMOT;CABO ELETRICO MONTADO;CABO ELETRICO MONTADO;CABO EL MONT;TIPO;COMUNICACAO;;;
SMK-CAMOT;CABO ELETRICO MONTADO;CABO ELETRICO MONTADO;CABO EL MONT;TIPO;CONVERSOR;;;
SMK-CAMOT;CABO ELETRICO MONTADO;CABO ELETRICO MONTADO;CABO EL MONT;TIPO;EXTENSAO;EXT;;
SMK-CAMOT;CABO ELETRICO MONTADO;CABO ELETRICO MONTADO;CABO EL MONT;TIPO;REPETIDOR;REP;;
SMK-CAMOT;CABO ELETRICO MONTADO;CABO ELETRICO MONTADO;CABO EL MONT;COR;AMARELO;AM;;
SMK-CAMOT;CABO ELETRICO MONTADO;CABO ELETRICO MONTADO;CABO EL MONT;COR;AZUL;AZ;;
SMK-CAMOT;CABO ELETRICO MONTADO;CABO ELETRICO MONTADO;CABO EL MONT;COR;BRANCO;BR;;
SMK-CAMOT;CABO ELETRICO MONTADO;CABO ELETRICO MONTADO;CABO EL MONT;COR;CINZA;CZ;;
SMK-CAMOT;CABO ELETRICO MONTADO;CABO ELETRICO MONTADO;CABO EL MONT;COR;LARANJA;LR;;
SMK-CAMOT;CABO ELETRICO MONTADO;CABO ELETRICO MONTADO;CABO EL MONT;COR;PRATA;PR;;
SMK-CAMOT;CABO ELETRICO MONTADO;CABO ELETRICO MONTADO;CABO EL MONT;COR;PRETO;PT;;
SMK-CAMOT;CABO ELETRICO MONTADO;CABO ELETRICO MONTADO;CABO EL MONT;COR;VERDE;VD;;
